movie_id,title,overview,genres,keywords,cast,crew,vote_average,popularity,image info
2185,Big Trouble,"['The', 'story', 'of', 'how', 'a', 'mysterious', 'suitcase', 'brings', 'together,', 'and', 'changes,', 'the', 'lives', 'of', 'a', 'divorced', 'dad,', 'an', 'unhappy', 'housewife,', 'two', 'hitmen,', 'a', 'pair', 'of', 'street', 'thugs,', 'two', 'love', 'struck', 'teens,', 'two', 'FBI', 'men', 'and', 'a', 'psychedelic', 'toad.', 'Based', 'on', 'Pulitzer', 'Prize-winning', 'humorist', 'Dave', ""Barry's"", 'best-selling', 'first', 'novel,', '""Big', 'Trouble.""']","['Action', 'Comedy', 'Thriller']",['gadfly'],"['TimAllen', 'ReneRusso', 'PatrickWarburton']",['BarrySonnenfeld'],6.3,5.201688,"{'bar': 1.778, 'bfp': '/wL5eqnhCSDoRVxMH96ONWpOqIa5.jpg', 'bh': 2160, 'bw': 3840, 'lar': 3.373, 'lfp': '/d7wJHKfTg7MwMOUWKR8pTJ1idi9.png', 'lh': 1280, 'lw': 4318, 'par': 0.667, 'pfp': '/h844gBztdYMLrroUen6qbsomrGx.jpg', 'ph': 1500, 'pw': 1000}"
6639,Love in the Time of Cholera,"['In', 'Colombia', 'just', 'after', 'the', 'Great', 'War,', 'an', 'old', 'man', 'falls', 'from', 'a', 'ladder;', 'dying,', 'he', 'professes', 'great', 'love', 'for', 'his', 'wife.', 'After', 'the', 'funeral,', 'a', 'man', 'calls', 'on', 'the', 'widow', '-', 'she', 'dismisses', 'him', 'angrily.', 'Flash', 'back', 'more', 'than', '50', 'years', 'to', 'the', 'day', 'Florentino', 'Ariza,', 'a', 'telegraph', 'boy,', 'falls', 'in', 'love', 'with', 'Fermina', 'Daza,', 'the', 'daughter', 'of', 'a', 'mule', 'trader.']","['Drama', 'Romance']","['sex', 'marriageproposal', 'newlove', 'colombia', 'letter', 'loveletter', 'dyinganddeath', 'ship', 'marriage', 'cholera', 'teacher', 'principal', 'doctor', 'extramaritalaffair', 'emotions']","['JavierBardem', 'UnaxUgalde', 'BenjaminBratt']",['MikeNewell'],6.4,5.361699,"{'bar': 1.778, 'bfp': '/jUyEw5ggi2YPsiUDFDLT3yJgTI.jpg', 'bh': 1080, 'bw': 1920, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.701, 'pfp': '/rxFatdr5c8jns0BbCLYQBvuv1Ac.jpg', 'ph': 785, 'pw': 550}"
38153,Shadow Conspiracy,"['Bobby', 'Bishop', '(Sheen)', 'is', 'a', 'special', 'assistant', 'to', 'the', 'President', 'of', 'the', 'United', 'States.', 'Accidentally,', 'he', 'meets', 'his', 'friend', 'professor', 'Pochenko', 'on', 'the', 'street.', 'Pochenko', 'has', 'time', 'to', 'tell', 'Bishop', 'about', 'some', 'conspiracy', 'in', 'the', 'White', 'House', 'but', 'then', 'immediately', 'gets', 'killed', 'by', 'an', 'assassin.', 'Now', 'bad', 'guys', 'are', 'after', 'Bobby', 'as', 'the', 'only', 'man', 'who', 'knows', 'about', 'a', 'plot.', 'Bishop', 'must', 'now', 'not', 'only', 'survive,', 'but', 'to', 'stop', 'the', 'conspirators', 'from', 'achieving', 'their', 'goal.', 'And', 'he', ""doesn't"", 'know', 'whom', 'to', 'trust.']","['Action', 'Thriller']",[],"['CharlieSheen', 'DonaldSutherland', 'LindaHamilton']",['GeorgeP.Cosmatos'],4.0,3.848893,"{'bar': 1.778, 'bfp': '/lKNWNSuvgDh8HQCgg26FZj7YqOB.jpg', 'bh': 1080, 'bw': 1920, 'lar': 5.405, 'lfp': '/oSBLt4c9faqblHOm4EZ0UICCNst.png', 'lh': 185, 'lw': 1000, 'par': 0.667, 'pfp': '/e9p8itQ1aX0nR0V2n2keJ6Jn92r.jpg', 'ph': 1500, 'pw': 1000}"
58233,Johnny English Reborn,"['The', 'most', 'prominent', 'heads', 'of', 'state', 'in', 'the', 'world', 'begin', 'gathering', 'for', 'a', 'conference', 'that', 'could', 'have', 'a', 'major', 'impact', 'on', 'global', 'politics.', 'When', 'MI-7', 'receives', 'word', 'that', 'the', 'Chinese', 'premier', 'has', 'become', 'the', 'target', 'of', 'some', 'high-powered', 'killers,', 'it', 'falls', 'on', 'Johnny', 'English', 'to', 'save', 'the', 'day.', 'Armed', 'with', 'the', 'latest', 'high-tech', 'weaponry', 'and', 'gadgets', 'that', 'would', 'make', 'even', 'James', 'Bond', 'jealous,', 'the', 'once-disgraced', 'agent', 'uncovers', 'evidence', 'of', 'a', 'massive', 'conspiracy', 'involving', 'some', 'of', 'the', ""world's"", 'most', 'powerful', 'organisations,', 'and', 'vows', 'to', 'redeem', 'his', 'tarnished', 'reputation', 'by', 'stopping', 'the', 'killers', 'before', 'they', 'can', 'strike.']","['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']","['buddhistmonk', 'cooking', 'primeminister', 'kitchen', 'secretagent', 'sequel', 'mindcontrol', 'jamesbondspoof', 'incompetence', 'femaleboss', 'klutz', 'aftercreditsstinger', 'assassinationattempt']","['RowanAtkinson', 'DominicWest', 'GillianAnderson']",['OliverParker'],6.0,35.6585,"{'bar': 1.778, 'bfp': '/rpJotXIyyEsVlXIsu5E8DxPaymp.jpg', 'bh': 1080, 'bw': 1920, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/1T6qnlTVkrGr0mpgZbpSwVU5FWW.jpg', 'ph': 3000, 'pw': 2000}"
116977,Foodfight!,"['Dex,', 'a', 'superdog', 'sleuth,', 'is', 'the', 'law', 'of', 'the', 'land', 'when', 'the', ""world's"", 'most', 'recognized', 'brands', 'take', 'on', 'the', 'forces', 'of', 'evil', 'and', 'the', 'devilish', 'Brand', 'X.']","['Animation', 'Action', 'Comedy', 'Family']","['supermarket', 'fight', 'productplacement', 'computeranimation', 'food']","['CharlieSheen', 'WayneBrady', 'HilaryDuff']",['LawrenceKasanoff'],2.3,5.258726,"{'bar': 1.778, 'bfp': '/w5XEKGEGG2AXp7tiXjcsEuxn7i5.jpg', 'bh': 1080, 'bw': 1920, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/to9ggXVyhNTCICHcHMCtFtANd8P.jpg', 'ph': 1500, 'pw': 1000}"
68734,Argo,"['As', 'the', 'Iranian', 'revolution', 'reaches', 'a', 'boiling', 'point,', 'a', 'CIA', ""'exfiltration'"", 'specialist', 'concocts', 'a', 'risky', 'plan', 'to', 'free', 'six', 'Americans', 'who', 'have', 'found', 'shelter', 'at', 'the', 'home', 'of', 'the', 'Canadian', 'ambassador.']","['Drama', 'Thriller']","['cia', 'wifehusbandrelationship', 'document', 'revolution', 'hidingplace', 'canadian', 'pressconference', 'biography', 'hangedman', 'americanabroad', 'crane', 'subtitledscene', 'movieposter', 'basedonarticle', 'extraction', 'iranhostagecrisis', 'sweatshop', 'intelligenceagent', 'filmstudio', 'langleyvirginia', '1980s']","['BenAffleck', 'BryanCranston', 'AlanArkin']",['BenAffleck'],7.1,62.01056,"{'bar': 1.778, 'bfp': '/iVk4mVKwNE66JbBcoDwcYFvuUXM.jpg', 'bh': 1080, 'bw': 1920, 'lar': 4.405, 'lfp': '/vsmC6332QWi5tlA5agpCp3ca9mP.png', 'lh': 454, 'lw': 2000, 'par': 0.667, 'pfp': '/rLneZNaulvXFfCJeJMy8gN2VvhQ.jpg', 'ph': 3000, 'pw': 2000}"
5503,The Fugitive,"['Wrongfully', 'accused', 'of', 'murdering', 'his', 'wife,', 'Richard', 'Kimble', 'escapes', 'from', 'the', 'law', 'in', 'an', 'attempt', 'to', 'find', 'her', 'killer', 'and', 'clear', 'his', 'name.', 'Pursuing', 'him', 'is', 'a', 'team', 'of', 'U.S.', 'marshals', 'led', 'by', 'Deputy', 'Samuel', 'Gerard,', 'a', 'determined', 'detective', 'who', 'will', 'not', 'rest', 'until', 'Richard', 'is', 'captured.', 'As', 'Richard', 'leads', 'the', 'team', 'through', 'a', 'series', 'of', 'intricate', 'chases,', 'he', 'discovers', 'the', 'secrets', 'behind', 'his', ""wife's"", 'death', 'and', 'struggles', 'to', 'expose', 'the', 'killer', 'before', 'it', 'is', 'too', 'late.']","['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']","['chicago', 'showdown', 'undercover', 'surgeon', 'deathsentence', 'doomedman', 'lethalinjection', 'chase', 'remake', 'betrayal', 'ontherun', 'traincrash', 'escape', 'fugitive', 'basedontvseries', 'u.s.marshal', 'doctor', 'explosion', 'homeinvasion', 'disguise', 'onearmedman', 'framedformurder', 'flashback', 'corruptcop', 'manhunt', 'busaccident', 'stormdrain']","['HarrisonFord', 'TommyLeeJones', 'SelaWard']",['AndrewDavis'],7.2,54.884297,"{'bar': 1.778, 'bfp': '/sdylVXKmMZb5nCRJiMUwfDzVDQJ.jpg', 'bh': 1080, 'bw': 1920, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg', 'ph': 3000, 'pw': 2000}"
27573,The Bounty Hunter,"['Milo', 'Boyd', 'is', 'a', 'bounty', 'hunter', 'whose', 'latest', 'gig', 'is', 'rather', 'satisfying,', 'as', 'he', 'finds', 'out', 'that', 'the', 'bail-skipper', 'he', 'must', 'chase', 'down', 'is', 'his', 'own', 'ex-wife,', 'Nicole', '--', 'but', 'she', 'has', 'no', 'intention', 'of', 'getting', 'nabbed', 'without', 'a', 'fight.', 'Complicating', 'matters,', ""Nicole's"", 'wannabe-boyfriend,', 'Stewart,', 'joins', 'the', 'chase.']",['Action'],"['bountyhunter', 'ex-husbandex-wiferelationship']","['GerardButler', 'JenniferAniston', 'GioPerez']",['AndyTennant'],5.5,33.747825,"{'bar': 1.778, 'bfp': '/ilRHZg3rxrZKdA6EdwejPlgIw7O.jpg', 'bh': 1080, 'bw': 1920, 'lar': 5.171, 'lfp': '/3lNeWCsAj7FzhmtKPTGRRY3nL0P.png', 'lh': 246, 'lw': 1272, 'par': 0.667, 'pfp': '/v2lMYeBHXnn1pbpuLK4V15tYdJF.jpg', 'ph': 1500, 'pw': 1000}"
819,Sleepers,"['Two', 'gangsters', 'seek', 'revenge', 'on', 'the', 'state', 'jail', 'worker', 'who', 'during', 'their', 'stay', 'at', 'a', 'youth', 'prison', 'sexually', 'abused', 'them.', 'A', 'sensational', 'court', 'hearing', 'takes', 'place', 'to', 'charge', 'him', 'for', 'the', 'crimes.', 'A', 'moving', 'drama', 'from', 'director', 'Barry', 'Levinson.']","['Crime', 'Drama', 'Thriller']","['childabuse', 'sadistic', 'sexualabuse', 'pastor', 'repayment', 'juvenileprison', 'courtcase', 'pub', 'court', 'juveniledelinquent', 'child']","['RobertDeNiro', 'BradPitt', 'KevinBacon']",['BarryLevinson'],7.3,16.245068,"{'bar': 1.778, 'bfp': '/w2rWEjAMYErpNfoK2Z0GFh1LFhN.jpg', 'bh': 1080, 'bw': 1920, 'lar': 19.531, 'lfp': '/qTeApuDqANsFSAw5Y63ghZfSL7b.png', 'lh': 32, 'lw': 625, 'par': 0.667, 'pfp': '/riALtUvO8F2l6akalTPH2JHO1r3.jpg', 'ph': 1500, 'pw': 1000}"
1369,Rambo: First Blood Part II,"['John', 'Rambo', 'is', 'released', 'from', 'prison', 'by', 'the', 'government', 'for', 'a', 'top-secret', 'covert', 'mission', 'to', 'the', 'last', 'place', 'on', 'Earth', ""he'd"", 'want', 'to', 'return', '-', 'the', 'jungles', 'of', 'Vietnam.']","['Action', 'Adventure', 'Thriller', 'War']","['usa', 'vietnamveteran', 'submachinegun', 'prisoner', 'prisonersofwar', 'liberationofprisoners', 'liberation', 'vietnam', 'vietnamwar', 'chase', 'machinegun', 'u.s.army', 'forest', 'photography', 'government', 'war', 'revenge', 'soldier', 'agent', 'denunciation']","['SylvesterStallone', 'RichardCrenna', 'CharlesNapier']",['GeorgeP.Cosmatos'],6.3,38.653969,"{'bar': 1.778, 'bfp': '/gRWOLFbgkmujsPUNgQshkSkCTdf.jpg', 'bh': 1687, 'bw': 3000, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/qY1g0nhofUjeswINRWjeTOhVzCl.jpg', 'ph': 3000, 'pw': 2000}"
9623,The Juror,"['With', 'his', 'gangster', 'boss', 'on', 'trial', 'for', 'murder,', 'a', 'mob', 'thug', 'known', 'as', '""the', 'Teacher""', 'tells', 'Annie', 'Laird', 'she', 'must', 'talk', 'her', 'fellow', 'jurors', 'into', 'a', 'not-guilty', 'verdict,', 'implying', 'that', ""he'll"", 'kill', 'her', 'son', 'Oliver', 'if', 'she', 'fails.', 'She', 'manages', 'to', 'do', 'this,', 'but,', 'when', 'it', 'becomes', 'clear', 'that', 'the', 'mobsters', 'might', 'want', 'to', 'silence', 'her', 'for', 'good,', 'she', 'sends', 'Oliver', 'abroad', 'and', 'tries', 'to', 'gather', 'evidence', 'of', 'the', 'plot', 'against', 'her,', 'setting', 'up', 'a', 'final', 'showdown.']","['Drama', 'Thriller']","['jurors', 'blackmail', 'courtcase', 'son', 'trial', 'courtroom']","['DemiMoore', 'AlecBaldwin', 'JosephGordon-Levitt']",['BrianGibson'],5.5,3.937352,"{'bar': 1.778, 'bfp': '/g0CGOIl3H1FDsqHpPzlfkhXAtv8.jpg', 'bh': 1080, 'bw': 1920, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/6mBNeOXtPPxD9SFdwza5HuzOGny.jpg', 'ph': 1500, 'pw': 1000}"
10895,Pinocchio,"['Lonely', 'toymaker', 'Geppetto', 'has', 'his', 'wishes', 'answered', 'when', 'the', 'Blue', 'Fairy', 'arrives', 'to', 'bring', 'his', 'wooden', 'puppet', 'Pinocchio', 'to', 'life.', 'Before', 'becoming', 'a', 'real', 'boy,', 'however,', 'Pinocchio', 'must', 'prove', ""he's"", 'worthy', 'as', 'he', 'sets', 'off', 'on', 'an', 'adventure', 'with', 'his', 'whistling', 'sidekick', 'and', 'conscience,', 'Jiminy', 'Cricket.', 'From', ""Stromboli's"", 'circus', 'to', 'Pleasure', 'Island,', 'Pinocchio', 'is', 'tested', 'by', 'many', 'temptations,', 'but', 'slowly', 'learns', 'how', 'to', 'navigate', 'right', 'from', 'wrong.', 'With', 'a', 'few', 'mishaps', 'along', 'the', 'way,', ""Geppetto's"", '""little', 'woodenhead""', 'finally', 'gets', 'it', 'right,', 'proving', 'that', 'when', 'you', 'wish', 'upon', 'a', 'star', 'dreams', 'really', 'can', 'come', 'true!']","['Animation', 'Family']","['italy', 'lie', 'magic', 'fairy', 'pinocchio', 'carnival', 'wish', 'boy', 'nose', 'puppet', 'animation', 'pool', 'conscience', 'jackass', 'figaro', 'sneezing', 'toycomestolife']","['MelBlanc', 'DonBrodie', 'WalterCatlett']",['BenSharpsteen'],6.9,46.007991,"{'bar': 1.778, 'bfp': '/ikpwuaK0yzNhXO24OeB7cKulhZE.jpg', 'bh': 2160, 'bw': 3840, 'lar': 2.453, 'lfp': '/vCpJ4TeuVinEBV0Yg2kRjniKhe.png', 'lh': 548, 'lw': 1344, 'par': 0.659, 'pfp': '/ynkEEi296ofs9kCfRWcaWxOWN1n.jpg', 'ph': 2048, 'pw': 1350}"
10935,Heaven's Gate,"['Harvard', 'graduate', 'James', 'Averill', '(Kris', 'Kristofferson)', 'is', 'the', 'sheriff', 'of', 'prosperous', 'Jackson', 'County,', 'Wyo.,', 'when', 'a', 'battle', 'erupts', 'between', 'the', ""area's"", 'poverty-stricken', 'immigrants', 'and', 'its', 'wealthy', 'cattle', 'farmers.', 'The', 'politically', 'connected', 'ranch', 'owners', 'fight', 'the', 'immigrants', 'with', 'the', 'help', 'of', 'Nathan', 'Champion', '(Christopher', 'Walken),', 'a', 'mercenary', 'competing', 'with', 'Averill', 'for', 'the', 'love', 'of', 'local', 'madam', 'Ella', 'Watson', '(Isabelle', 'Huppert).', 'As', 'the', 'struggle', 'escalates,', 'Averill', 'and', 'Champion', 'begin', 'to', 'question', 'their', 'decisions.']","['Action', 'Drama', 'History', 'Western']","['montana', 'showdown', 'brothel', 'marshal', 'dance', 'immigrant', 'studies', 'idealist']","['KrisKristofferson', 'ChristopherWalken', 'JohnHurt']",['MichaelCimino'],6.4,5.380124,"{'bar': 1.778, 'bfp': '/tOUuPbywu4CW9ktyENijSxdJ5IZ.jpg', 'bh': 720, 'bw': 1280, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/uCbcHnwRtbtmCiRaUeUDx47CWiP.jpg', 'ph': 1733, 'pw': 1156}"
834,Underworld: Evolution,"['As', 'the', 'war', 'between', 'the', 'vampires', 'and', 'the', 'Lycans', 'rages', 'on,', 'Selene,', 'a', 'former', 'member', 'of', 'the', 'Death', 'Dealers', '(an', 'elite', 'vampire', 'special', 'forces', 'unit', 'that', 'hunts', 'werewolves),', 'and', 'Michael,', 'the', 'werewolf', 'hybrid,', 'work', 'together', 'in', 'an', 'effort', 'to', 'unlock', 'the', 'secrets', 'of', 'their', 'respective', 'bloodlines.']","['Fantasy', 'Action', 'ScienceFiction', 'Thriller']","['budapest', 'key', 'vampire', 'light', 'werewolf', 'evolution', 'fangvamp']","['KateBeckinsale', 'ScottSpeedman', 'TonyCurran']",['LenWiseman'],6.4,49.020045,"{'bar': 1.778, 'bfp': '/s8OsODRjurs7n6U7WCVKfsoYbdH.jpg', 'bh': 1080, 'bw': 1920, 'lar': 4.247, 'lfp': '/ru4a9OiqXtrzMZikms8cEB3418g.png', 'lh': 186, 'lw': 790, 'par': 0.667, 'pfp': '/apn0WDnVsU3Ivf7RrPhnd6qVPWE.jpg', 'ph': 2880, 'pw': 1920}"
228066,Victor Frankenstein,"['Eccentric', 'scientist', 'Victor', 'Von', 'Frankenstein', 'creates', 'a', 'grotesque', 'creature', 'in', 'an', 'unorthodox', 'scientific', 'experiment.']","['Drama', 'ScienceFiction', 'Thriller']","['londonengland', 'humanexperimentation', 'frankenstein', 'reanimatedcorpse', ""frankenstein'smonster"", 'scienceexperiment', '19thcentury']","['JamesMcAvoy', 'DanielRadcliffe', 'JessicaBrownFindlay']",['PaulMcGuigan'],5.6,24.821138,"{'bar': 1.778, 'bfp': '/8kJNwEkHIg4NePpFbYFwR8NC4UM.jpg', 'bh': 1080, 'bw': 1920, 'lar': 5.41, 'lfp': '/jWmSXNLobjNOUPErXPfinExMiZB.png', 'lh': 390, 'lw': 2110, 'par': 0.667, 'pfp': '/sWff8RSeitDUOoHSRPyaKZJFu9T.jpg', 'ph': 1500, 'pw': 1000}"
711,Finding Forrester,"['Gus', 'van', 'Sant', 'tells', 'the', 'story', 'of', 'a', 'young', 'African', 'American', 'man', 'named', 'Jamal', 'who', 'confronts', 'his', 'talents', 'while', 'living', 'on', 'the', 'streets', 'of', 'the', 'Bronx.', 'He', 'accidentally', 'runs', 'into', 'an', 'old', 'writer', 'named', 'Forrester', 'who', 'discovers', 'his', 'passion', 'for', 'writing.', 'With', 'help', 'from', 'his', 'new', 'mentor', 'Jamal', 'receives', 'a', 'scholarship', 'to', 'a', 'private', 'school.']",['Drama'],"['upperclass', 'brotherbrotherrelationship', 'scotland', 'poetry', 'basedonnovel', 'mentor', 'becominganadult', 'professor', 'literature', 'intellectuallygifted', 'plagiarism', 'literaturecompetition', 'privateschool', 'manuscript', 'seclusion', 'pulitzerprize', 'dyinganddeath', 'idol', 'friendship', 'unsociability', 'highschool', 'scholarship', 'fatherfigure']","['SeanConnery', 'RobBrown', 'F.MurrayAbraham']",['GusVanSant'],7.0,19.043286,"{'bar': 1.778, 'bfp': '/22ESPmhVaVPMeD3sSyFWzUFy3ef.jpg', 'bh': 1080, 'bw': 1920, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/heHi6n68fDiQoUc7SMletM9Adjz.jpg', 'ph': 1500, 'pw': 1000}"
10468,28 Days,"['After', 'getting', 'into', 'a', 'car', 'accident', 'while', 'drunk', 'on', 'the', 'day', 'of', 'her', ""sister's"", 'wedding,', 'Gwen', 'Cummings', 'is', 'given', 'a', 'choice', 'between', 'prison', 'or', 'a', 'rehab', 'center.', 'She', 'chooses', 'rehab,', 'but', 'is', 'extremely', 'resistant', 'to', 'taking', 'part', 'in', 'any', 'of', 'the', 'treatment', 'programs', 'they', 'have', 'to', 'offer,', 'refusing', 'to', 'admit', 'that', 'she', 'has', 'an', 'alcohol', 'addiction.']","['Comedy', 'Drama']","['alcoholism', 'urteil', 'carcrash', 'wedding', 'withdrawal', 'womandirector']","['SandraBullock', 'ViggoMortensen', 'DominicWest']",['BettyThomas'],6.0,5.418921,"{'bar': 1.778, 'bfp': '/7beW8ftY4yVBdCu7gWKXogm0q22.jpg', 'bh': 1080, 'bw': 1920, 'lar': 2.492, 'lfp': '/ilUOf2PhAeXNB7GDlsLYjdAgFnx.png', 'lh': 299, 'lw': 745, 'par': 0.667, 'pfp': '/tYouxK7BtrGkTCruor37cwMQcuh.jpg', 'ph': 1500, 'pw': 1000}"
10027,Unleashed,"['Raised', 'as', 'a', 'slave,', 'Danny', 'is', 'used', 'to', 'fighting', 'for', 'his', 'survival.', 'In', 'fact,', 'his', '""master,""', 'Bart,', 'thinks', 'of', 'him', 'as', 'a', 'pet', 'and', 'goes', 'as', 'far', 'as', 'leashing', 'him', 'with', 'a', 'collar', 'so', 'they', 'can', 'make', 'money', 'in', 'fight', 'clubs,', 'where', 'Danny', 'is', 'the', 'main', 'contender.', 'When', ""Bart's"", 'crew', 'is', 'in', 'a', 'car', 'accident,', 'Danny', 'escapes', 'and', 'meets', 'a', 'blind,', 'kindhearted', 'piano', 'tuner', 'who', 'takes', 'him', 'in', 'and', 'uses', 'music', 'to', 'free', 'the', ""fighter's"", 'long-buried', 'heart.']","['Action', 'Crime']","['martialarts', 'hitman', 'serialkiller']","['JetLi', 'MorganFreeman', 'BobHoskins']",['LouisLeterrier'],6.6,25.999888,"{'bar': 1.778, 'bfp': '/z8ejhyO0hVXk4KVo1bi4HMFP3FS.jpg', 'bh': 720, 'bw': 1280, 'lar': 10.306, 'lfp': '/uT3VgCVaYLveun2mJbYX32R5IuA.png', 'lh': 124, 'lw': 1278, 'par': 0.667, 'pfp': '/2i0PB4npPEiY1Tj45YbGoTh3suq.jpg', 'ph': 1500, 'pw': 1000}"
11812,The Sweetest Thing,"[""Christina's"", 'love', 'life', 'is', 'stuck', 'in', 'neutral.', 'After', 'years', 'of', 'avoiding', 'the', 'hazards', 'of', 'a', 'meaningful', 'relationship,', 'one', 'night', 'while', 'club-hopping', 'with', 'her', 'girlfriends,', 'she', 'meets', 'Peter,', 'her', 'perfect', 'match.', 'Fed', 'up', 'with', 'playing', 'games,', 'she', 'finally', 'gets', 'the', 'courage', 'to', 'let', 'her', 'guard', 'down', 'and', 'follow', 'her', 'heart,', 'only', 'to', 'discover', 'that', 'Peter', 'has', 'suddenly', 'left', 'town.', 'Accompanied', 'by', 'Courtney,', 'she', 'sets', 'out', 'to', 'capture', 'the', 'one', 'that', 'got', 'away.']","['Romance', 'Comedy']","['roommate', 'marriage', 'aftercreditsstinger', 'duringcreditsstinger']","['CameronDiaz', 'ChristinaApplegate', 'ThomasJane']",['RogerKumble'],5.3,18.65632,"{'bar': 1.778, 'bfp': '/g9ekJY8zNxQ9J3cRYQHzRwiObuq.jpg', 'bh': 1080, 'bw': 1920, 'lar': None, 'lfp': None, 'lh': None, 'lw': None, 'par': 0.667, 'pfp': '/74mjZ4PiWmlSCUWFySUCbNFiWk3.jpg', 'ph': 2360, 'pw': 1573}"
37233,The Firm,"['Mitch', 'McDeere', 'is', 'a', 'young', 'man', 'with', 'a', 'promising', 'future', 'in', 'Law.', 'About', 'to', 'sit', 'his', 'Bar', 'exam,', 'he', 'is', 'approached', 'by', ""'The"", ""Firm'"", 'and', 'made', 'an', 'offer', 'he', ""doesn't"", 'refuse.', 'Seduced', 'by', 'the', 'money', 'and', 'gifts', 'showered', 'on', 'him,', 'he', 'is', 'totally', 'oblivious', 'to', 'the', 'more', 'sinister', 'side', 'of', 'his', 'company.', 'Then,', 'two', 'Associates', 'are', 'murdered.', 'The', 'FBI', 'contact', 'him,', 'asking', 'him', 'for', 'information', 'and', 'suddenly', 'his', 'life', 'is', 'ruined.', 'He', 'has', 'a', 'choice', '-', 'work', 'with', 'the', 'FBI,', 'or', 'stay', 'with', 'the', 'Firm.', 'Either', 'way', 'he', 'will', 'lose', 'his', 'life', 'as', 'he', 'knows', 'it.', 'Mitch', 'figures', 'the', 'only', 'way', 'out', 'is', 'to', 'follow', 'his', 'own', 'plan...']","['Drama', 'Mystery', 'Thriller']","['fbi', 'law', 'tennessee', 'lawyer', 'lawfirm', 'barexam']","['TomCruise', 'JeanneTripplehorn', 'GeneHackman']",['SydneyPollack'],6.6,23.736535,"{'bar': 1.778, 'bfp': '/rB4oTSg3PkH828b3hwn231brzwh.jpg', 'bh': 1080, 'bw': 1920, 'lar': 1.42, 'lfp': '/2dKmoT3rdtGcN2Yabmy0Gxhhu8T.png', 'lh': 295, 'lw': 419, 'par': 0.667, 'pfp': '/2uoLogjo0tMseSW3xyRA4GQqmto.jpg', 'ph': 1500, 'pw': 1000}"
37950,Charlie St. Cloud,"['Accomplished', 'sailor', 'Charlie', 'St.', 'Cloud', 'has', 'the', 'adoration', 'of', 'his', 'mother', 'Claire', 'and', 'his', 'little', 'brother', 'Sam,', 'as', 'well', 'as', 'a', 'college', 'scholarship', 'that', 'will', 'lead', 'him', 'far', 'from', 'his', 'sleepy', 'Pacific', 'Northwest', 'hometown.', 'But', 'his', 'bright', 'future', 'is', 'cut', 'short', 'when', 'a', 'tragedy', 'strikes', 'and', 'takes', 'his', 'dreams', 'with', 'it.', 'After', 'his', 'high-school', 'classmate', 'Tess', 'returns', 'home', 'unexpectedly,', 'Charlie', 'grows', 'torn', 'between', 'honoring', 'a', 'promise', 'he', 'made', 'four', 'years', 'earlier', 'and', 'moving', 'forward', 'with', 'newfound', 'love.', 'And', 'as', 'he', 'finds', 'the', 'courage', 'to', 'let', 'go', 'of', 'the', 'past', 'for', 'good,', 'Charlie', 'discovers', 'the', 'soul', 'most', 'worth', 'saving', 'is', 'his', 'own.']",['Drama'],"['brotherbrotherrelationship', 'basedonnovel', 'sailing', 'ghost', 'youngadult']","['ZacEfron', 'AmandaCrew', 'CharlieTahan']",['BurrSteers'],6.8,21.75433,"{'bar': 1.778, 'bfp': '/dzx5vStQX4bHA1JBq8n5yLUqQx4.jpg', 'bh': 1152, 'bw': 2048, 'lar': 10.76, 'lfp': '/wH19DofGEsb3fTr8gKmNnN6NqCm.png', 'lh': 391, 'lw': 4207, 'par': 0.667, 'pfp': '/kQAaA7Lccw7FCrLXehQaQt5idT0.jpg', 'ph': 3000, 'pw': 2000}"
